0,0,0,0,9.55041,7.6947,10.8468,8.31712,10.6645,8.59018,10.7907,7.9194,11.0905,8.86262,10.9108,8.09432,10.4154,8.37031,11.2801,8.40819,10.3942,8.39118,11.2882,8.38673,11.2834,9.3248,10.3665,7.98964,11.54,8.51167,11.2613,8.07264,10.4468,8.00865,10.7321,8.32952,11.894,8.94108,11.7443,9.18006,10.755,8.73024,10.7041,8.26698,8.65013,0,0,0,0,0
0,0,0,0,8.99989,8.77383,9.20745,8.86987,10.0941,9.15321,9.96474,8.42543,9.65599,9.64545,9.36805,9.07689,9.11064,9.17942,9.08701,9.35022,8.60517,8.82818,10.0061,9.5803,9.89857,9.37966,9.16748,9.16648,9.73714,9.02377,9.59115,8.14699,9.40935,8.61748,9.80249,9.49865,9.5641,9.99674,9.94808,9.6484,9.81907,9.23875,9.19034,8.92141,8.26393,0,0,0,0,0
0,0,0,0,8.60787,9.13861,9.17024,9.37055,9.74269,9.32507,9.2113,9.14289,9.78329,9.39459,9.4251,9.1801,9.04876,9.11114,9.7375,8.33329,9.13729,9.22471,9.44864,9.26228,9.44294,9.17783,9.80947,8.81313,9.81004,9.69975,8.9481,9.20356,9.17839,9.34036,9.01008,9.45229,9.80844,9.70282,9.14294,10.1829,9.48099,9.75668,9.12389,9.09594,9.92052,0,0,0,0,0
0,0,0,0,9.34445,9.00802,9.29285,9.34821,9.61632,9.28022,9.91308,8.9837,9.71125,9.2123,8.97856,9.4325,8.85968,9.19848,9.37509,9.53176,9.38088,9.15625,9.25508,9.45564,9.44912,9.66627,9.59356,9.29972,9.59484,9.21951,9.64171,9.35005,9.68431,9.12056,9.50501,9.64764,9.2657,9.27292,9.72499,9.88899,9.46895,9.54444,9.37617,8.65328,9.41604,0,0,0,0,0
0,0,0,0,8.76373,9.48267,8.72995,9.48929,9.71199,9.37368,9.58387,8.6891,9.68941,9.77268,8.66464,8.96001,9.73351,9.39455,9.53781,9.4057,9.19596,9.68498,8.90693,9.67545,9.22968,9.22908,9.75454,9.28629,10.1107,8.54999,9.94781,9.10004,9.72173,9.4125,9.33874,9.36828,9.27603,9.36784,9.50442,10.0889,10.195,9.80325,8.64148,9.05425,10.5655,0,0,0,0,0
0,0,0,0,8.88898,9.05331,9.16833,9.38726,10.0016,9.0123,9.62077,8.84664,9.49132,9.22737,8.8436,9.00233,8.99857,9.50671,9.78548,9.07244,9.77152,9.0912,9.25262,9.5682,9.35253,9.12098,8.9693,9.24841,10.2261,9.42157,9.41372,9.11414,9.12506,9.07431,9.01264,9.77852,9.12229,9.43012,9.60612,9.76225,9.60832,9.57389,9.1763,9.26979,7.57379,0,0,0,0,0
0,0,0,0,9.1812,9.4821,9.08955,9.23344,9.95595,9.03573,9.81595,8.50485,9.36775,9.17278,9.02964,9.37769,9.07339,9.32712,9.55909,9.09515,9.57965,9.30112,9.32669,9.37862,9.4029,9.73031,8.68435,9.45832,9.44014,9.72557,9.3625,9.30755,9.23632,8.90828,9.78692,9.21841,9.50846,9.99402,9.44375,9.34462,9.88769,9.41314,8.95854,9.33321,7.69993,0,0,0,0,0
0,0,0,0,9.65337,9.23436,9.04519,9.11161,9.53871,9.34352,9.43088,9.13533,8.40191,9.55954,9.90352,9.10145,8.99255,9.84724,8.79346,8.95051,10.1992,9.29811,9.24646,9.40851,9.86974,8.76205,9.24826,9.49617,9.67967,9.23171,9.47679,9.26083,9.6041,8.83216,9.85128,9.45271,9.73116,9.67401,9.38373,9.39232,10.0262,9.28707,8.97906,8.83505,10.4545,0,0,0,0,0
0,0,0,0,9.00553,9.2255,8.78025,9.23194,9.27687,9.42724,9.52635,9.32429,9.09347,9.65443,9.21624,9.40316,8.98378,9.19021,9.78874,8.9616,9.64317,9.18932,9.21555,9.26965,9.60524,9.59502,8.75929,9.40232,9.66996,9.02821,9.69751,9.43306,9.06051,8.64131,9.849,10.193,9.25389,9.62659,9.31244,9.7064,9.46722,9.62292,9.56505,8.93157,8.44432,0,0,0,0,0
0,0,0,0,8.44654,9.02679,8.9232,8.42447,9.77934,9.84008,9.238,9.17839,9.15343,9.50947,9.23577,9.93432,8.33385,9.22333,9.63811,9.19606,9.18505,9.56519,9.42094,8.89474,9.64572,9.78601,9.36586,9.4421,9.30245,9.4585,9.5772,9.09099,8.6078,9.78789,9.62746,9.526,10.0746,9.71516,9.35674,9.97571,9.41351,8.88165,9.35536,8.45356,8.40718,0,0,0,0,0
